Date,Time,Weather,Road_Condition,Time_of_Day,Traffic,Accident_Type,Vehicle_Type,Accident_Reason,Latitude,Longitude,Severity
26-06-2025,01:31:53,Clear,Moderate,Night,Low,Rear-end,Car,Mechanical Failure,40.60112393,-74.0559119,Low
23-08-2025,00:53:45,Snow,Poor,Night,Medium,Rear-end,Truck,Distracted Driving,40.69854685,-73.8958618,Medium
08-06-2025,23:55:36,Snow,Poor,Evening,High,Other,Car,Weather,40.65445514,-74.11027905,High
19-02-2025,11:24:52,Rain,Moderate,Morning,Low,Other,Motorcycle,Speeding,40.63323059,-73.91376552,Low
16-03-2025,23:34:03,Clear,Moderate,Evening,Low,Rear-end,Bicycle,Speeding,40.66032033,-73.77711198,Low
16-04-2025,06:06:04,Clear,Good,Night,Low,Other,Car,Running Red Light,40.82783145,-73.83578193,Low
31-05-2025,19:06:24,Fog,Good,Evening,Medium,Rear-end,Motorcycle,Mechanical Failure,40.78328225,-73.80672052,Medium
30-07-2025,10:26:11,Clear,Poor,Morning,Low,Other,Car,Speeding,40.87333307,-74.01915109,Low
15-04-2025,03:15:54,Rain,Good,Night,Jam,Side,Motorcycle,Alcohol,40.73063242,-73.96539594,Medium
10-01-2025,07:08:48,Clear,Good,Morning,Low,Rollover,Car,Distracted Driving,40.61687157,-73.96513036,Medium
04-02-2025,23:16:12,Clear,Good,Evening,Medium,Head-on,Car,Distracted Driving,40.59866186,-74.0362688,Medium
26-07-2025,22:14:43,Snow,Poor,Evening,Medium,Rear-end,Car,Weather,40.85856794,-74.0854628,Medium
24-02-2025,20:40:39,Snow,Moderate,Evening,Low,Rollover,Bicycle,Speeding,40.56365953,-73.90467474,High
13-07-2025,14:32:36,Rain,Good,Afternoon,Low,Head-on,Motorcycle,Speeding,40.66408977,-73.76332883,Medium
24-06-2025,14:48:29,Clear,Good,Afternoon,Low,Rollover,Car,Weather,40.60554524,-73.7506075,Medium
05-06-2025,10:09:05,Clear,Poor,Morning,Low,Head-on,Bicycle,Speeding,40.85230142,-74.10734877,Medium
25-02-2025,15:07:05,Clear,Good,Afternoon,Low,Head-on,Car,Speeding,40.81309365,-73.88741989,Medium
18-04-2025,19:27:03,Rain,Poor,Evening,High,Rear-end,Car,Alcohol,40.90216465,-73.97138402,High
05-05-2025,20:51:18,Clear,Good,Evening,Medium,Rear-end,Motorcycle,Distracted Driving,40.56304732,-73.7846551,Low
25-05-2025,05:20:58,Clear,Good,Night,Low,Head-on,Truck,Speeding,40.67828838,-73.70500815,Medium
08-05-2025,23:55:16,Clear,Moderate,Evening,High,Head-on,Car,Running Red Light,40.7697784,-73.93706073,High
29-04-2025,11:31:06,Rain,Good,Morning,Jam,Rear-end,Motorcycle,Running Red Light,40.5994311,-73.99735399,Medium
09-01-2025,04:42:55,Rain,Good,Night,Medium,Rear-end,Pedestrian,Weather,40.7515065,-73.85822563,Medium
19-07-2025,19:45:26,Clear,Moderate,Evening,Medium,Head-on,Motorcycle,Speeding,40.67393546,-73.90632168,Medium
18-03-2025,08:38:39,Rain,Poor,Morning,Medium,Head-on,Car,Running Red Light,40.74919215,-73.73250557,High
24-07-2025,20:06:15,Fog,Moderate,Evening,High,Head-on,Car,Distracted Driving,40.56933293,-73.731482,High
25-04-2025,11:23:53,Clear,Good,Morning,Medium,Other,Truck,Distracted Driving,40.78333332,-73.947425,Low
15-08-2025,19:26:38,Clear,Construction,Evening,High,Other,Truck,Other,40.7864932,-74.09504985,Medium
09-07-2025,00:28:04,Rain,Good,Night,Low,Rear-end,Motorcycle,Running Red Light,40.76984266,-74.0139683,Medium
23-08-2025,15:05:24,Rain,Moderate,Afternoon,High,Head-on,Car,Mechanical Failure,40.58371343,-74.02696155,High
22-01-2025,09:17:45,Clear,Moderate,Morning,Low,Head-on,Motorcycle,Other,40.62351684,-73.78478947,Medium
25-06-2025,04:33:15,Rain,Good,Night,Medium,Rear-end,Car,Mechanical Failure,40.79162803,-74.13147062,Medium
18-04-2025,15:43:54,Rain,Good,Afternoon,High,Rollover,Car,Distracted Driving,40.83999031,-74.09839329,High
23-02-2025,04:21:17,Clear,Good,Night,Medium,Rear-end,Car,Speeding,40.76252203,-73.87264805,Low
02-05-2025,15:54:59,Clear,Good,Afternoon,Low,Rollover,Bicycle,Speeding,40.63848739,-73.79924655,Medium
11-05-2025,01:52:59,Rain,Good,Night,Low,Side,Car,Weather,40.56486178,-73.87825895,Medium
10-04-2025,17:16:37,Snow,Moderate,Afternoon,Medium,Rollover,Bicycle,Alcohol,40.67440515,-73.76016727,Medium
16-08-2025,09:29:05,Clear,Good,Morning,Low,Head-on,Pedestrian,Alcohol,40.77964133,-74.04253322,Medium
05-08-2025,10:15:51,Rain,Moderate,Morning,High,Head-on,Motorcycle,Mechanical Failure,40.7685899,-73.71055994,High
26-05-2025,07:27:21,Snow,Poor,Morning,Low,Side,Truck,Distracted Driving,40.82565463,-73.70171184,Medium
21-01-2025,21:36:48,Clear,Poor,Evening,High,Rollover,Truck,Speeding,40.68970362,-73.71628415,High
12-05-2025,14:02:34,Clear,Good,Afternoon,Medium,Rear-end,Car,Running Red Light,40.73477553,-74.02363778,Low
05-03-2025,05:26:50,Rain,Good,Night,Low,Rear-end,Bicycle,Speeding,40.81685066,-73.73765877,Medium
31-01-2025,18:49:46,Clear,Good,Afternoon,Low,Rollover,Car,Weather,40.61465309,-73.81169503,Medium
24-02-2025,19:38:39,Clear,Good,Evening,Medium,Other,Car,Distracted Driving,40.87500344,-74.04972427,Low
03-03-2025,20:57:34,Rain,Good,Evening,Medium,Rear-end,Car,Weather,40.59618245,-73.78967099,Medium
16-07-2025,13:41:43,Clear,Good,Afternoon,High,Side,Car,Weather,40.63098243,-74.00251979,Low
21-04-2025,23:50:01,Rain,Poor,Evening,Medium,Head-on,Truck,Weather,40.73758305,-73.95030651,High
19-03-2025,10:05:42,Rain,Moderate,Morning,Low,Head-on,Truck,Speeding,40.75589607,-74.02465671,Medium
19-02-2025,09:36:13,Clear,Good,Morning,High,Other,Car,Distracted Driving,40.59386167,-74.00359258,Low
09-01-2025,02:27:13,Clear,Moderate,Night,High,Head-on,Pedestrian,Distracted Driving,40.60246269,-73.99978861,High
26-07-2025,08:40:41,Clear,Good,Morning,High,Other,Car,Weather,40.78492541,-74.01683996,Low
26-06-2025,22:20:55,Rain,Moderate,Evening,Medium,Other,Car,Distracted Driving,40.68640841,-73.73237703,Medium
06-03-2025,09:01:07,Clear,Good,Morning,Low,Side,Pedestrian,Alcohol,40.88537075,-73.95508088,Low
18-07-2025,08:08:17,Clear,Poor,Morning,Medium,Head-on,Motorcycle,Other,40.59857219,-73.91447211,Medium
24-05-2025,10:14:52,Clear,Poor,Morning,Jam,Rear-end,Car,Other,40.68969264,-73.82146017,Medium
19-07-2025,13:21:18,Clear,Good,Afternoon,Low,Other,Car,Speeding,40.85986268,-73.7363837,Low
03-07-2025,20:27:42,Clear,Construction,Evening,Low,Rear-end,Car,Speeding,40.86775913,-73.90878714,Medium
17-02-2025,15:16:51,Clear,Good,Afternoon,Low,Other,Motorcycle,Mechanical Failure,40.57760087,-74.02095397,Low
19-02-2025,19:27:57,Clear,Poor,Evening,Medium,Rear-end,Car,Speeding,40.57088017,-74.10090281,Medium
26-08-2025,16:38:41,Snow,Good,Afternoon,Low,Rear-end,Pedestrian,Speeding,40.60470632,-73.91552828,Low
30-01-2025,11:53:41,Clear,Good,Morning,Medium,Rollover,Car,Speeding,40.5585246,-74.13605334,Medium
11-08-2025,11:14:02,Snow,Good,Morning,Medium,Other,Car,Distracted Driving,40.7939989,-73.94560201,Low
14-03-2025,17:13:47,Clear,Moderate,Afternoon,High,Other,Truck,Mechanical Failure,40.76948674,-73.74980769,Low
16-05-2025,12:11:08,Clear,Moderate,Morning,High,Other,Pedestrian,Speeding,40.58208985,-74.10918796,Low
24-08-2025,21:12:06,Clear,Moderate,Evening,High,Side,Pedestrian,Distracted Driving,40.61436789,-74.11096511,Medium
06-05-2025,09:19:43,Clear,Moderate,Morning,High,Side,Car,Speeding,40.62425254,-73.96915814,Low
26-04-2025,20:13:25,Clear,Good,Evening,Medium,Rear-end,Car,Weather,40.81818692,-73.75923673,Low
14-04-2025,03:14:12,Clear,Poor,Night,High,Rollover,Truck,Weather,40.6895274,-73.75553055,High
12-02-2025,06:16:27,Clear,Good,Night,Low,Other,Truck,Distracted Driving,40.84528199,-74.08801283,Low
24-07-2025,13:52:28,Clear,Moderate,Afternoon,Low,Head-on,Car,Weather,40.88472537,-73.80879748,Medium
03-04-2025,19:52:44,Rain,Good,Evening,Low,Rollover,Car,Alcohol,40.80920223,-73.91404058,High
19-01-2025,04:42:18,Clear,Moderate,Night,High,Rollover,Car,Mechanical Failure,40.73707016,-73.84519343,High
13-08-2025,02:09:58,Clear,Poor,Night,Medium,Rear-end,Pedestrian,Mechanical Failure,40.66834279,-73.86550982,Medium
22-05-2025,10:09:43,Rain,Good,Morning,Low,Other,Car,Weather,40.60592076,-73.87994701,Low
12-01-2025,17:05:30,Clear,Good,Afternoon,High,Side,Car,Other,40.75833934,-73.75447863,Low
26-06-2025,18:15:18,Clear,Poor,Afternoon,High,Rear-end,Motorcycle,Speeding,40.70280265,-74.02728417,Medium
24-02-2025,03:38:34,Rain,Good,Night,Low,Head-on,Car,Weather,40.78052832,-74.0300755,High
24-08-2025,08:05:28,Clear,Good,Morning,Jam,Rollover,Motorcycle,Weather,40.71932763,-74.1159687,Medium
22-03-2025,15:52:09,Clear,Good,Afternoon,Medium,Other,Car,Mechanical Failure,40.72807229,-73.97065155,Low
03-01-2025,12:21:54,Clear,Poor,Morning,Medium,Rear-end,Car,Speeding,40.91527282,-73.70561981,Low
09-07-2025,04:02:06,Clear,Moderate,Night,High,Rollover,Pedestrian,Weather,40.87629037,-73.88596944,High
16-02-2025,23:11:33,Clear,Good,Evening,Low,Head-on,Car,Speeding,40.61901755,-73.93290814,Medium
26-08-2025,00:47:14,Clear,Moderate,Night,Medium,Head-on,Bicycle,Speeding,40.55852687,-73.97040023,Medium
11-03-2025,09:06:16,Clear,Good,Morning,Medium,Other,Car,Alcohol,40.78131853,-73.71927938,Low
23-05-2025,14:20:22,Snow,Good,Afternoon,Low,Other,Pedestrian,Alcohol,40.67157389,-74.06434384,Low
25-08-2025,23:54:19,Rain,Good,Evening,High,Side,Motorcycle,Distracted Driving,40.65646759,-73.95527103,Medium
31-03-2025,04:18:12,Clear,Good,Night,Jam,Rollover,Car,Mechanical Failure,40.84657802,-73.97493628,High
08-05-2025,16:21:09,Rain,Good,Afternoon,Low,Head-on,Pedestrian,Weather,40.75226727,-73.73242361,Medium
29-01-2025,18:51:51,Rain,Good,Afternoon,Low,Side,Bus,Weather,40.69769538,-73.71886893,Low
04-03-2025,23:08:27,Clear,Good,Evening,Medium,Rollover,Motorcycle,Other,40.82532147,-74.08372921,Medium
11-08-2025,01:24:06,Clear,Good,Night,Jam,Head-on,Car,Speeding,40.86530571,-73.84970323,High
28-07-2025,02:45:36,Clear,Good,Night,Low,Head-on,Car,Speeding,40.64465662,-73.86052043,Medium
07-03-2025,09:32:32,Clear,Good,Morning,Low,Head-on,Motorcycle,Alcohol,40.74665178,-73.95884462,Medium
10-06-2025,15:52:58,Snow,Moderate,Afternoon,Low,Head-on,Car,Speeding,40.63221364,-73.9388799,Medium
05-03-2025,12:51:04,Clear,Moderate,Morning,Medium,Head-on,Car,Distracted Driving,40.69379966,-73.9890167,Medium
03-03-2025,13:53:05,Rain,Good,Afternoon,Low,Rollover,Bicycle,Alcohol,40.55950195,-73.75212331,Medium
03-04-2025,21:52:02,Fog,Poor,Evening,Low,Head-on,Motorcycle,Distracted Driving,40.6696673,-74.11384917,High
11-01-2025,02:32:52,Rain,Moderate,Night,Low,Side,Car,Alcohol,40.91518192,-74.09877443,Medium
30-03-2025,05:23:31,Clear,Good,Night,High,Other,Car,Distracted Driving,40.57303027,-74.06869369,Medium
02-02-2025,21:47:16,Clear,Good,Evening,High,Other,Car,Speeding,40.82651691,-74.04799999,Medium
09-04-2025,10:53:24,Clear,Good,Morning,Medium,Rollover,Truck,Distracted Driving,40.6987551,-73.73531093,Medium
08-06-2025,20:17:32,Clear,Poor,Evening,Low,Side,Truck,Distracted Driving,40.66661751,-74.09593555,Medium
02-03-2025,13:00:52,Snow,Moderate,Afternoon,Medium,Other,Bus,Speeding,40.67647892,-73.93590069,Low
31-03-2025,21:27:04,Rain,Moderate,Evening,Medium,Head-on,Car,Distracted Driving,40.84138356,-74.00344273,High
04-01-2025,03:52:26,Rain,Poor,Night,Low,Head-on,Car,Alcohol,40.89360259,-74.05766807,High
26-07-2025,19:48:37,Clear,Poor,Evening,Low,Rollover,Motorcycle,Distracted Driving,40.65716633,-73.90885954,High
23-06-2025,18:34:21,Rain,Good,Afternoon,Low,Other,Truck,Running Red Light,40.86921382,-74.14886177,Low
23-04-2025,20:10:36,Snow,Moderate,Evening,Low,Rollover,Truck,Mechanical Failure,40.89020357,-74.03241339,High
07-02-2025,15:08:18,Clear,Moderate,Afternoon,Low,Head-on,Pedestrian,Distracted Driving,40.7425714,-74.08761595,Medium
03-04-2025,16:48:12,Snow,Good,Afternoon,High,Side,Bicycle,Distracted Driving,40.83660228,-73.91765079,Medium
16-07-2025,18:51:05,Rain,Poor,Afternoon,Medium,Side,Car,Speeding,40.82090462,-73.77768559,Medium
30-07-2025,01:28:06,Rain,Good,Night,Jam,Head-on,Car,Speeding,40.68282369,-73.84011248,High
22-01-2025,06:57:13,Rain,Good,Night,Medium,Other,Truck,Speeding,40.80656303,-73.81437086,Medium
28-01-2025,21:16:49,Clear,Moderate,Evening,Low,Head-on,Bicycle,Speeding,40.9144139,-73.73662435,Medium
05-01-2025,09:17:19,Clear,Good,Morning,Medium,Other,Motorcycle,Other,40.66158992,-74.11097477,Low
15-05-2025,22:56:05,Rain,Construction,Evening,High,Rear-end,Car,Speeding,40.64313515,-74.08432777,High
06-05-2025,12:01:46,Clear,Good,Morning,Medium,Head-on,Car,Distracted Driving,40.65108655,-73.83376005,Medium
14-05-2025,03:56:58,Rain,Moderate,Night,Medium,Side,Car,Weather,40.77830896,-74.08462974,Medium
29-03-2025,04:55:04,Snow,Poor,Night,Medium,Rear-end,Car,Running Red Light,40.77304122,-74.10839681,Medium
20-04-2025,14:08:52,Clear,Construction,Afternoon,Low,Head-on,Car,Distracted Driving,40.79977541,-73.74915912,Medium
22-01-2025,16:23:41,Snow,Moderate,Afternoon,High,Rollover,Pedestrian,Mechanical Failure,40.73768239,-73.93669879,High
10-08-2025,22:28:19,Clear,Construction,Evening,Medium,Rear-end,Car,Speeding,40.91729269,-74.09297222,Medium
03-05-2025,16:01:01,Clear,Moderate,Afternoon,Low,Head-on,Pedestrian,Distracted Driving,40.86901717,-73.98606844,Medium
24-05-2025,08:03:37,Clear,Good,Morning,Low,Rear-end,Car,Alcohol,40.80246009,-73.93083074,Low
21-02-2025,00:49:12,Clear,Moderate,Night,Medium,Rollover,Truck,Alcohol,40.55038004,-74.11214307,Medium
08-04-2025,14:44:00,Clear,Good,Afternoon,Medium,Rollover,Truck,Weather,40.63601899,-74.11397738,Medium
10-03-2025,19:49:54,Clear,Moderate,Evening,Medium,Side,Pedestrian,Distracted Driving,40.80218393,-74.11334238,Low
08-08-2025,19:13:09,Clear,Good,Evening,Low,Other,Motorcycle,Weather,40.64712238,-73.91242512,Low
28-02-2025,01:23:59,Rain,Poor,Night,High,Rear-end,Car,Speeding,40.67875679,-74.09013613,High
01-07-2025,20:54:02,Clear,Good,Evening,Medium,Side,Car,Mechanical Failure,40.68799481,-74.13840962,Low
06-03-2025,13:44:39,Clear,Moderate,Afternoon,Medium,Rollover,Car,Distracted Driving,40.61216768,-73.89924796,Medium
06-03-2025,20:58:46,Rain,Poor,Evening,Low,Head-on,Car,Alcohol,40.83411072,-73.89759414,High
25-04-2025,20:09:52,Clear,Good,Evening,Low,Rear-end,Motorcycle,Running Red Light,40.82306121,-73.7995411,Low
30-01-2025,02:31:59,Fog,Moderate,Night,Medium,Rollover,Motorcycle,Speeding,40.55567661,-74.12197589,High
15-07-2025,23:59:40,Clear,Good,Evening,Low,Head-on,Truck,Speeding,40.74260744,-74.10788549,Medium
12-08-2025,15:58:36,Clear,Good,Afternoon,Jam,Rear-end,Bus,Speeding,40.82520767,-74.1157245,Low
12-01-2025,18:38:01,Clear,Good,Afternoon,Low,Rollover,Car,Running Red Light,40.55930938,-74.05337164,Medium
27-02-2025,15:45:05,Clear,Moderate,Afternoon,Medium,Rollover,Car,Alcohol,40.81666427,-73.8025071,Medium
30-05-2025,21:11:55,Rain,Good,Evening,High,Side,Car,Alcohol,40.80715366,-73.83735816,Medium
19-05-2025,08:17:50,Clear,Good,Morning,High,Rollover,Car,Speeding,40.86849409,-74.07969914,Medium
20-07-2025,00:54:55,Snow,Good,Night,Medium,Head-on,Bicycle,Distracted Driving,40.80376837,-74.08995041,High
02-08-2025,12:19:33,Clear,Moderate,Morning,Low,Other,Truck,Running Red Light,40.82821546,-73.70835287,Low
29-03-2025,05:32:45,Rain,Moderate,Night,Medium,Side,Truck,Running Red Light,40.79389862,-74.02639673,Medium
15-01-2025,03:41:09,Clear,Moderate,Night,Low,Rear-end,Car,Other,40.71980767,-73.79708494,Low
30-04-2025,23:54:47,Clear,Poor,Evening,High,Head-on,Bus,Weather,40.6904458,-73.9654327,High
28-01-2025,21:16:21,Rain,Moderate,Evening,High,Other,Bicycle,Alcohol,40.77375251,-73.78152091,Medium
01-08-2025,16:15:15,Clear,Good,Afternoon,High,Other,Car,Distracted Driving,40.60536038,-74.09131508,Low
25-04-2025,10:10:26,Rain,Good,Morning,Low,Head-on,Truck,Alcohol,40.83221078,-73.95745648,Medium
19-07-2025,03:30:04,Rain,Moderate,Night,Low,Other,Truck,Distracted Driving,40.65904063,-73.93831981,Medium
17-07-2025,15:08:26,Snow,Good,Afternoon,High,Side,Car,Speeding,40.73645238,-74.10672723,Medium
18-08-2025,19:37:38,Clear,Good,Evening,Medium,Side,Motorcycle,Running Red Light,40.61584966,-73.780169,Low
31-03-2025,04:39:18,Clear,Good,Night,Medium,Side,Car,Weather,40.65508723,-73.77626698,Low
28-07-2025,12:08:51,Rain,Moderate,Morning,Low,Side,Car,Weather,40.85764596,-73.87391853,Low
24-04-2025,23:33:38,Rain,Good,Evening,Low,Rear-end,Truck,Running Red Light,40.82591706,-73.94607083,Medium
17-03-2025,06:00:32,Rain,Good,Night,Medium,Head-on,Motorcycle,Distracted Driving,40.79308341,-73.91546399,High
27-06-2025,02:06:51,Clear,Poor,Night,Low,Other,Car,Distracted Driving,40.69158108,-73.97336989,Medium
29-07-2025,21:35:13,Snow,Good,Evening,Medium,Other,Pedestrian,Distracted Driving,40.65023123,-73.76752054,Medium
06-03-2025,10:40:17,Clear,Good,Morning,Low,Head-on,Car,Distracted Driving,40.69897372,-74.10229354,Medium
24-07-2025,01:33:52,Clear,Good,Night,High,Head-on,Truck,Alcohol,40.80076265,-73.9109691,High
26-06-2025,05:35:59,Clear,Poor,Night,Low,Other,Car,Speeding,40.87886209,-73.73298005,Medium
01-02-2025,04:24:47,Clear,Construction,Night,Medium,Rollover,Car,Speeding,40.72876339,-73.98083816,High
08-07-2025,07:42:27,Rain,Poor,Morning,Medium,Other,Car,Alcohol,40.70301352,-73.91759619,Medium
03-03-2025,17:17:40,Clear,Moderate,Afternoon,Medium,Rear-end,Bus,Distracted Driving,40.67106316,-74.14347544,Low
08-04-2025,23:20:48,Clear,Good,Evening,High,Side,Car,Mechanical Failure,40.66663177,-73.9305757,Medium
15-02-2025,03:43:23,Clear,Moderate,Night,High,Side,Car,Speeding,40.7090464,-73.7332841,Medium
06-06-2025,14:38:34,Clear,Good,Afternoon,Medium,Other,Car,Distracted Driving,40.87605835,-74.11132736,Low
16-04-2025,10:18:16,Rain,Moderate,Morning,Low,Side,Car,Speeding,40.79289685,-73.91123026,Low
18-04-2025,00:32:46,Clear,Moderate,Night,Medium,Side,Pedestrian,Speeding,40.67584892,-73.78261308,Low
16-04-2025,18:14:42,Clear,Good,Afternoon,Medium,Head-on,Truck,Distracted Driving,40.56135844,-74.14067545,Medium
30-03-2025,10:16:07,Clear,Construction,Morning,Low,Other,Car,Distracted Driving,40.55627336,-73.9962738,Low
23-06-2025,07:45:28,Clear,Moderate,Morning,High,Rollover,Car,Distracted Driving,40.56211916,-73.78705863,Medium
24-05-2025,21:09:55,Clear,Moderate,Evening,High,Rear-end,Car,Distracted Driving,40.81720621,-74.01688022,Medium
03-03-2025,18:35:55,Rain,Good,Afternoon,Medium,Other,Car,Running Red Light,40.87123435,-73.71298788,Low
05-04-2025,08:41:25,Clear,Good,Morning,Medium,Rollover,Car,Distracted Driving,40.80366129,-73.73603233,Medium
10-07-2025,13:13:25,Clear,Good,Afternoon,Low,Other,Car,Weather,40.59005416,-73.83318156,Low
07-04-2025,23:35:41,Clear,Good,Evening,Low,Other,Truck,Running Red Light,40.73251744,-74.03812063,Low
15-07-2025,05:54:12,Rain,Good,Night,Medium,Side,Pedestrian,Weather,40.70380464,-73.88844863,Medium
29-06-2025,04:20:15,Clear,Moderate,Night,Low,Side,Car,Distracted Driving,40.59871752,-74.03425421,Low
26-05-2025,11:23:41,Clear,Moderate,Morning,Low,Head-on,Car,Mechanical Failure,40.72696103,-73.80224549,Medium
05-05-2025,17:03:06,Rain,Construction,Afternoon,Medium,Other,Motorcycle,Distracted Driving,40.78919579,-74.04557556,Medium
07-07-2025,05:39:32,Clear,Good,Night,Medium,Other,Car,Distracted Driving,40.75750103,-73.75554777,Low
09-06-2025,21:57:33,Rain,Good,Evening,Low,Side,Truck,Alcohol,40.79057328,-73.92430382,Medium
17-04-2025,00:50:08,Rain,Good,Night,Medium,Other,Motorcycle,Distracted Driving,40.69367327,-74.13422127,Medium
13-05-2025,15:21:23,Snow,Good,Afternoon,Low,Side,Car,Speeding,40.84548404,-74.01199479,Low
05-05-2025,16:36:23,Clear,Good,Afternoon,Medium,Rear-end,Car,Weather,40.64046051,-73.73839676,Low
03-01-2025,06:56:15,Rain,Moderate,Night,Medium,Side,Car,Speeding,40.82356986,-74.00670154,Medium
30-03-2025,14:21:49,Clear,Moderate,Afternoon,Low,Head-on,Truck,Distracted Driving,40.78941,-73.71409087,Medium
21-06-2025,05:22:32,Clear,Good,Night,Low,Rollover,Truck,Distracted Driving,40.67415185,-73.85274708,Medium
16-03-2025,08:25:59,Clear,Moderate,Morning,High,Head-on,Car,Speeding,40.89833266,-74.11343769,Medium
14-03-2025,05:25:27,Rain,Construction,Night,High,Other,Car,Mechanical Failure,40.84569657,-73.73545613,High
25-08-2025,20:05:17,Clear,Poor,Evening,Low,Rear-end,Car,Speeding,40.77148209,-73.79198494,Medium
25-03-2025,22:56:57,Clear,Good,Evening,Medium,Rollover,Car,Speeding,40.91478814,-73.77905902,Medium
28-08-2025,01:30:25,Clear,Good,Night,Medium,Rear-end,Motorcycle,Speeding,40.57272697,-74.02448431,Low
03-04-2025,09:37:19,Clear,Good,Morning,Low,Other,Bus,Alcohol,40.82854542,-73.71696228,Low
23-07-2025,11:04:25,Clear,Poor,Morning,Low,Side,Bus,Running Red Light,40.80802479,-73.78547976,Low
05-08-2025,12:34:16,Clear,Good,Morning,Low,Other,Truck,Distracted Driving,40.66648076,-73.7396235,Low
14-04-2025,23:15:13,Clear,Good,Evening,Low,Rollover,Car,Alcohol,40.66810972,-74.1484851,Medium
22-01-2025,08:46:04,Clear,Poor,Morning,Medium,Other,Car,Speeding,40.65603669,-74.0019005,Low
30-05-2025,10:49:10,Clear,Moderate,Morning,Low,Rear-end,Car,Distracted Driving,40.59699958,-74.12306928,Low
03-04-2025,05:16:41,Rain,Moderate,Night,High,Side,Motorcycle,Speeding,40.90946987,-73.89733195,Medium
11-07-2025,03:27:57,Rain,Moderate,Night,Medium,Other,Car,Weather,40.87894523,-73.73834501,Medium
11-08-2025,08:03:29,Clear,Poor,Morning,Low,Head-on,Motorcycle,Alcohol,40.91822579,-73.92655813,Medium
27-08-2025,22:38:36,Snow,Good,Evening,Jam,Other,Motorcycle,Speeding,40.66658199,-74.12167767,Medium
07-02-2025,09:33:05,Clear,Moderate,Morning,Medium,Rollover,Car,Speeding,40.60062873,-73.70664845,Medium
11-04-2025,02:58:19,Fog,Good,Night,Low,Rollover,Car,Speeding,40.91125753,-73.74596448,High
12-03-2025,12:54:27,Snow,Good,Morning,Jam,Rollover,Pedestrian,Speeding,40.70924627,-73.82813857,High
25-06-2025,15:34:37,Rain,Good,Afternoon,Medium,Rear-end,Truck,Distracted Driving,40.5641677,-73.98184505,Low
17-04-2025,23:12:17,Clear,Moderate,Evening,Medium,Rear-end,Motorcycle,Running Red Light,40.63395235,-74.07035171,Low
17-02-2025,21:14:30,Clear,Good,Evening,Jam,Head-on,Motorcycle,Distracted Driving,40.58785854,-73.9954041,High
26-04-2025,22:18:15,Clear,Good,Evening,Low,Other,Truck,Weather,40.61991692,-74.04283824,Low
02-07-2025,04:44:33,Clear,Poor,Night,Low,Head-on,Car,Speeding,40.75842577,-74.00229978,High
08-05-2025,08:54:09,Clear,Good,Morning,High,Head-on,Motorcycle,Running Red Light,40.56855792,-73.82407784,Medium
17-03-2025,15:20:23,Clear,Good,Afternoon,Medium,Head-on,Car,Speeding,40.91587453,-73.99442902,Medium
11-06-2025,23:54:34,Rain,Construction,Evening,Medium,Rollover,Truck,Alcohol,40.84767737,-73.92088291,High
23-01-2025,23:34:41,Clear,Good,Evening,Low,Other,Car,Weather,40.79251396,-73.89523246,Low
13-03-2025,16:32:36,Clear,Good,Afternoon,Medium,Rear-end,Car,Speeding,40.8952452,-74.01779925,Low
12-04-2025,18:09:25,Clear,Poor,Afternoon,Medium,Side,Truck,Distracted Driving,40.75642451,-74.11868273,Low
27-03-2025,09:58:53,Snow,Moderate,Morning,Low,Rear-end,Car,Other,40.91317057,-73.92316244,Low
06-01-2025,16:23:56,Clear,Good,Afternoon,Low,Other,Car,Running Red Light,40.87829113,-73.76061026,Low
13-03-2025,05:35:12,Clear,Good,Night,Low,Other,Motorcycle,Speeding,40.58952032,-73.80782614,Low
28-02-2025,16:51:55,Clear,Good,Afternoon,Low,Rollover,Motorcycle,Weather,40.66134011,-73.73518442,Medium
18-03-2025,18:15:42,Clear,Poor,Afternoon,Medium,Head-on,Motorcycle,Mechanical Failure,40.70913844,-74.01815172,Medium
24-02-2025,05:12:26,Clear,Moderate,Night,Medium,Rollover,Car,Weather,40.60746566,-73.8326859,Medium
12-05-2025,11:40:28,Clear,Good,Morning,Medium,Other,Truck,Speeding,40.81065358,-73.88660993,Low
17-07-2025,11:40:38,Snow,Poor,Morning,Low,Rear-end,Car,Alcohol,40.64494208,-74.01706973,Medium
21-01-2025,09:16:09,Snow,Good,Morning,High,Rollover,Pedestrian,Speeding,40.89321952,-74.14747224,High
02-08-2025,01:40:09,Rain,Poor,Night,Low,Head-on,Motorcycle,Alcohol,40.55624116,-73.93807764,High
27-06-2025,04:43:04,Rain,Good,Night,Low,Head-on,Car,Running Red Light,40.78001474,-74.03041324,High
14-08-2025,09:32:39,Rain,Good,Morning,Medium,Side,Motorcycle,Weather,40.66558369,-73.72919769,Low
05-07-2025,14:55:06,Snow,Moderate,Afternoon,Low,Head-on,Car,Other,40.67161427,-73.76505781,Medium
04-05-2025,04:11:42,Rain,Good,Night,Medium,Rollover,Car,Other,40.71463061,-73.84109107,High
20-01-2025,05:38:29,Clear,Moderate,Night,Medium,Other,Car,Speeding,40.7122096,-73.76279737,Low
26-02-2025,02:01:50,Rain,Good,Night,Medium,Rollover,Car,Distracted Driving,40.69417395,-73.7295664,High
06-02-2025,02:33:32,Clear,Good,Night,Medium,Rear-end,Bus,Speeding,40.60832964,-73.94059886,Low
